id,credit_score,isCtry1,isCtry2,isFemale,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
3520,727,0,0,1,57,1,109679.72,1,0,1,753.37,0
3521,618,0,1,1,37,5,96652.86,1,1,0,98686.4,1
3522,617,0,1,0,40,5,190008.32,2,1,1,107047.92,0
3523,793,0,0,0,41,9,0,2,1,0,152153.74,0
3524,630,0,1,0,43,9,0,2,1,1,34338.04,0
3525,765,1,0,0,43,4,148962.76,1,0,1,173878.87,1
3526,546,0,1,0,28,8,0,1,1,0,159254.29,0
3527,614,1,0,1,30,3,131344.52,2,1,0,54776.64,0
3528,593,1,0,1,29,5,101713.84,3,1,0,134594.99,0
3529,613,0,0,0,34,3,0,1,1,1,41724.72,0
3530,655,0,1,0,38,4,0,2,0,0,110527.71,0
3531,700,0,1,1,27,6,137963.07,1,0,0,8996.79,0
3532,826,0,0,1,29,4,129938.07,1,0,1,190200.53,0
3533,652,1,0,0,45,2,151421.44,1,0,1,115333.43,0
3534,755,1,0,1,45,7,135643,1,0,0,143619.52,1
3535,538,0,0,0,39,2,122773.5,2,1,1,58467.08,0
3536,729,0,1,0,34,3,152303.8,1,1,0,12128.69,0
3537,615,0,1,0,49,3,0,2,1,1,49872.33,0
3538,700,0,0,0,54,1,79415.67,1,0,1,139735.54,0
3539,434,1,0,1,58,9,125801.03,2,1,0,60891.8,1
3540,729,0,0,0,37,10,0,2,1,0,100862.54,0
3541,513,0,1,0,35,8,0,1,1,0,76640.29,1
3542,755,0,1,0,41,6,104817.41,1,1,0,126013.58,1
3543,615,0,1,1,30,9,0,1,1,0,87347.82,0
3544,747,1,0,1,32,5,67495.04,2,0,1,77370.37,0
3545,850,0,1,1,36,0,164850.54,1,1,1,62722.44,0
3546,712,1,0,1,49,5,154776.42,2,0,0,196257.68,0
3547,622,1,0,1,28,1,143124.63,2,1,0,81723.8,0
3548,548,0,1,1,35,10,0,1,1,1,31299.71,0
3549,607,0,1,1,27,2,0,2,1,0,63495.86,0
3550,653,0,1,1,38,8,102133.38,1,1,1,166520.96,0
3551,699,0,0,0,26,6,79932.41,1,0,0,150242.44,0
3552,693,1,0,0,40,0,120711.73,1,0,0,27345.18,1
3553,647,1,0,1,43,3,122717.53,2,1,1,87000.39,0
3554,478,0,0,1,36,3,92363.3,2,1,0,44912.7,0
3555,705,0,0,1,40,5,203715.15,1,1,0,179978.68,1
3556,719,0,0,0,39,5,0,2,1,0,145759.7,0
3557,726,0,1,0,34,9,0,2,0,0,14121.61,0
3558,626,0,1,0,21,1,0,2,1,0,66232.23,0
3559,552,0,1,0,49,4,0,1,1,1,190296.76,1
3560,807,1,0,1,31,1,93460.47,2,0,0,172782.69,0
3561,621,0,1,0,34,6,0,2,1,1,99128.13,0
3562,651,1,0,1,24,7,40224.7,1,1,1,178341.33,0
3563,673,0,1,1,43,5,168069.73,1,1,1,146992.24,1
3564,652,0,1,0,36,1,0,2,1,1,151314.98,0
3565,584,1,0,0,47,7,130538.77,1,1,0,92915.84,0
3566,756,0,1,0,37,3,132623.6,1,1,1,58974,0
3567,670,0,1,1,35,3,103465.02,2,1,1,174627.06,0
3568,765,0,1,1,50,9,126547.8,1,1,1,79579.94,1
3569,528,0,1,0,30,2,128262.72,2,1,0,50771.16,0
3570,701,0,1,0,40,5,169742.64,1,1,1,153537.55,1
3571,797,0,1,1,29,1,0,2,1,1,132975.39,0
3572,639,1,0,0,27,3,150795.81,1,0,1,85208.93,0
3573,785,0,0,1,61,4,129855.72,2,1,0,170214.82,1
3574,363,0,0,1,28,6,146098.43,3,1,0,100615.14,1
3575,764,0,1,1,24,7,0,2,1,0,186105.99,0
3576,676,0,1,1,43,2,0,1,1,1,55119.53,0
3577,718,1,0,0,28,4,65643.3,1,1,0,28760.99,0
3578,590,0,0,1,34,6,0,2,1,0,171021.44,0
3579,584,0,1,0,38,9,104584.16,1,1,0,176678.72,0
3580,645,0,1,0,41,7,0,1,0,1,28667.56,0
3581,772,1,0,0,30,6,99785.28,2,0,0,197238.03,0
3582,399,1,0,0,46,2,127655.22,1,1,0,139994.68,1
3583,529,0,1,0,22,5,0,1,1,0,151169.83,0
3584,463,0,1,0,35,2,101257.16,1,1,1,118113.64,0
3585,630,0,1,1,40,7,0,2,1,1,34453.17,0
3586,780,0,1,0,76,10,121313.88,1,0,1,64872.33,0
3587,584,0,0,0,32,5,0,2,1,0,10956.82,0
3588,752,1,0,0,30,4,81523.38,1,1,1,36885.85,0
3589,697,0,1,1,47,6,128252.66,1,1,1,168053.4,0
3590,850,0,1,1,32,7,0,2,0,0,155227,0
3591,711,0,1,0,51,7,0,3,1,0,38409.79,1
3592,452,0,1,1,32,5,0,2,0,1,75279.39,0
3593,610,0,0,0,42,6,0,2,1,0,158302.59,1
3594,694,0,1,1,22,4,0,2,1,1,11525.72,0
3595,579,0,0,0,33,6,0,1,1,0,94993.04,1
3596,745,0,0,1,54,8,0,1,1,0,173912.29,1
3597,572,0,1,0,33,5,0,1,0,1,41139.05,0
3598,505,1,0,0,29,3,145541.56,2,1,1,58019.95,0
3599,706,0,1,1,23,5,0,1,0,0,164128.41,1
3600,693,1,0,0,44,5,124601.58,2,1,1,46998.13,1
3601,725,1,0,1,33,7,115182.84,2,1,1,177279.41,0
3602,791,0,1,0,37,2,163789.49,2,1,0,75832.53,0
3603,536,0,1,0,46,1,65733.41,1,1,0,61094.53,0
3604,699,0,0,0,47,1,0,2,0,1,30117.44,0
3605,500,0,0,1,47,8,128486.11,1,1,0,179227.12,0
3606,707,0,0,1,53,6,109663.47,1,1,1,52110.45,0
3607,531,1,0,1,42,6,88324.31,2,1,0,75248.75,0
3608,557,0,1,1,28,7,146445.24,2,1,0,184317.74,0
3609,659,0,1,1,38,3,0,2,1,0,158553.1,0
3610,575,0,0,1,31,6,0,2,1,1,95686.42,0
3611,775,1,0,0,36,2,109949.05,2,0,1,71682.54,0
3612,772,0,0,0,30,4,78653.05,1,1,0,1790.48,0
3613,587,1,0,0,46,9,107850.82,1,1,0,139431,1
3614,667,1,0,1,39,4,83765.35,2,1,0,118358.54,0
3615,771,0,1,1,66,7,143773.07,1,1,1,130827.88,0
3616,523,1,0,0,63,6,116227.27,1,1,1,119404.63,0
3617,662,1,0,0,33,0,103471.52,1,1,1,162703,0
3618,717,0,1,0,42,5,0,2,1,0,172665.21,0
3619,746,0,1,0,24,3,137492.35,2,0,1,170142.09,0
3620,569,0,1,0,28,7,0,2,1,0,73977.23,0
3621,579,0,1,0,36,9,129829.59,1,1,1,60906.12,0
3622,519,0,1,1,21,1,146329.57,2,1,1,194867.27,0
3623,696,1,0,0,30,4,114027.7,1,1,1,193716.56,0
3624,693,1,0,0,25,6,146580.69,1,0,1,14633.35,0
3625,587,1,0,1,38,0,132122.42,2,0,0,31730.32,0
3626,626,0,1,1,44,10,81553.93,1,1,0,20063.63,1
3627,666,0,1,1,66,7,0,2,1,1,99792.82,0
3628,512,0,1,0,24,6,0,2,1,0,37654.31,0
3629,689,0,0,1,28,3,0,2,1,1,192449.02,0
3630,803,0,1,1,26,4,0,2,1,1,181208.47,0
3631,548,1,0,0,32,5,175214.71,1,1,1,155165.61,0
3632,588,1,0,1,40,10,125534.51,1,1,0,121504.18,1
3633,693,0,1,0,68,4,97705.99,1,1,1,61569.07,0
3634,499,1,0,1,55,4,126817.65,2,1,0,123269.71,0
3635,628,0,1,1,46,1,46870.43,4,1,0,31272.14,1
3636,624,0,0,0,46,3,0,2,1,1,62825.03,0
3637,733,0,1,0,42,9,120094.93,1,1,0,184056.45,0
3638,628,0,1,1,38,3,0,2,1,1,48924.73,0
3639,633,0,1,1,33,3,0,2,1,0,191111.02,0
3640,559,1,0,1,36,1,104356.94,2,0,1,54184.06,0
3641,704,1,0,0,27,5,147004.34,1,1,0,64381.33,1
3642,744,1,0,0,38,6,73023.17,2,1,0,78770.86,0
3643,665,0,0,1,40,1,173432.55,1,0,1,116766.79,0
3644,638,0,1,1,42,7,165679.92,1,0,0,32916.29,0
3645,837,0,0,0,31,9,104678.62,1,0,1,50972.6,0
3646,534,0,1,1,55,8,116973.26,3,1,0,122066.5,1
3647,548,0,1,1,36,3,0,1,1,0,65996.9,0
3648,837,1,0,0,38,2,126732.85,1,1,1,79577.38,0
3649,658,0,1,1,44,6,148481.09,1,1,0,130529.13,0
3650,554,0,1,1,38,4,137654.05,2,1,1,172629.67,0
3651,724,1,0,0,30,7,115315.04,1,1,0,15216.53,0
3652,723,0,1,0,42,2,99095.73,1,1,1,17512.53,0
3653,585,1,0,1,39,7,165610.41,2,0,0,131852.01,0
3654,474,0,1,0,33,5,0,2,1,0,181945.52,1
3655,562,0,0,0,32,6,161628.66,1,1,0,91482.5,0
3656,719,0,1,0,32,9,146605.27,1,1,1,77119.45,0
3657,635,1,0,0,37,5,113488.68,1,1,0,95611.74,1
3658,743,0,1,0,42,7,77002.2,2,1,1,80428.42,0
3659,681,0,0,0,67,7,0,2,0,1,163714.92,0
3660,521,0,1,1,39,6,0,2,0,1,27375.15,0
3661,741,0,0,0,25,4,0,2,1,1,73873.65,0
3662,790,0,0,0,46,8,182364.53,1,0,0,139266.48,1
3663,622,0,1,0,35,8,0,2,1,1,131772.51,0
3664,669,0,1,0,45,7,149364.58,1,0,1,173454.07,0
3665,583,0,1,0,59,7,127450.14,1,0,1,67552.71,0
3666,520,0,0,1,63,5,162278.32,1,1,1,34765.33,0
3667,579,0,0,0,37,5,152212.88,2,0,0,120219.14,0
3668,698,0,0,1,39,9,161993.89,1,0,0,90212.38,0
3669,548,0,0,0,39,7,131468.44,1,1,0,164975.82,0
3670,672,1,0,0,40,10,102980.44,1,1,0,1285.81,1
3671,653,1,0,0,31,9,143321.97,1,1,0,83679.46,0
3672,734,0,0,1,37,2,130404.92,1,0,0,34548.74,0
3673,794,0,1,1,41,7,0,2,1,1,74275.08,0
3674,641,0,1,0,30,2,87505.47,2,0,1,7278.57,0
3675,824,0,1,0,30,0,133634.02,1,1,1,162053.92,0
3676,534,0,0,1,33,3,151233.62,1,0,0,199336.63,0
3677,653,0,0,0,55,2,70263.83,1,0,1,62347.71,0
3678,498,0,1,0,34,5,0,2,1,1,91711.66,0
3679,683,0,1,0,30,10,57657.49,1,0,0,79240.9,0
3680,618,1,0,0,42,8,153572.31,2,1,1,76679.6,0
3681,538,0,1,0,37,1,134752.08,1,1,0,162511.55,0
3682,643,0,0,0,34,3,83132.09,1,1,1,21360.88,0
3683,428,0,1,1,31,2,0,2,1,0,54487.43,0
3684,593,1,0,1,32,9,134096.53,2,1,0,53931.05,1
3685,718,0,1,1,31,0,118100.59,2,1,0,103165.15,0
3686,811,1,0,0,52,10,76915.4,1,0,0,146359.81,1
3687,823,0,0,1,46,3,81576.75,1,1,1,28370.95,1
3688,645,0,0,0,49,2,0,2,0,0,10023.15,0
3689,710,0,1,0,33,10,118327.17,2,1,1,192928.82,0
3690,591,0,0,0,30,8,124857.69,2,0,0,50485.7,0
3691,748,1,0,1,27,2,90971.85,1,1,1,131662.47,0
3692,850,0,1,1,37,7,153147.75,1,1,1,152235.3,0
3693,542,0,1,0,38,8,65942.26,1,1,1,68093.23,1
3694,809,0,1,0,38,3,0,2,1,1,80061.31,0
3695,675,0,1,0,54,2,0,1,1,0,149583.67,1
3696,607,0,0,1,27,5,100912.19,1,0,0,7631.27,0
3697,850,0,1,1,31,4,0,2,1,1,33082.81,0
3698,789,0,1,0,37,3,0,1,1,0,121883.87,1
3699,598,0,1,1,43,5,0,3,1,1,100722.72,1
3700,756,1,0,0,41,2,124439.49,2,0,1,47093.11,0
3701,687,0,1,1,47,7,0,2,1,1,177624.01,0
3702,724,0,1,0,40,6,0,2,0,0,106149.48,0
3703,700,0,1,1,44,2,58781.76,1,1,0,16874.92,0
3704,635,0,0,0,50,7,159453.64,2,0,0,54560.79,1
3705,687,1,0,0,26,2,142721.52,1,1,1,153605.75,0
3706,613,0,1,1,46,8,167795.6,1,0,1,44390.38,0
3707,781,0,1,1,38,3,128345.69,2,1,0,63218.85,0
3708,703,0,0,0,20,3,165260.98,1,1,1,41626.78,0
3709,593,1,0,1,62,3,118233.81,1,0,1,24765.53,1
3710,743,0,1,1,40,6,0,1,1,0,28280.8,1
3711,640,0,0,1,46,8,0,2,1,0,89043.19,0
3712,849,1,0,0,37,7,143452.74,2,1,1,17294.12,0
3713,778,0,1,0,38,3,145018.49,2,1,1,126702.41,0
3714,539,1,0,1,38,8,82407.51,1,1,0,13123.41,0
3715,489,1,0,0,28,1,79460.98,2,1,1,167973.63,0
3716,568,0,0,1,43,9,0,1,1,0,125870.79,1
3717,618,0,0,0,38,5,126473.99,1,1,0,91972.49,0
3718,710,1,0,1,30,10,133537.1,2,1,0,155593.74,0
3719,625,0,1,0,52,5,164978.01,1,1,1,67788.49,0
3720,682,0,0,0,46,7,128029.72,1,1,1,62615.35,0
3721,727,0,0,0,43,2,97403.18,1,1,1,107415.02,1
3722,794,0,1,1,41,7,176845.41,3,1,0,166526.26,1
3723,652,0,0,0,71,4,0,1,1,1,120107.1,0
3724,670,0,0,0,42,3,81589.04,1,1,0,188227.8,0
3725,460,1,0,1,40,6,119507.58,2,1,0,91560.63,1
3726,568,0,0,1,26,6,0,2,0,0,166495.2,0
3727,643,0,1,0,30,5,94443.77,1,1,1,165614.4,0
3728,521,0,1,0,37,2,0,2,1,1,86372.24,0
3729,615,0,1,0,32,7,92199.84,1,1,1,2755.53,0
3730,575,0,0,0,43,3,0,1,1,0,83594.51,0
3731,717,0,1,1,41,3,135756.96,1,1,1,103706.41,0
3732,648,0,1,1,54,9,120633.42,1,0,0,5924.38,1
3733,535,1,0,0,48,5,134542.73,1,1,1,58203.67,1
3734,626,0,0,0,29,7,0,2,1,0,49361.84,0
3735,611,0,0,0,52,7,0,1,0,1,73585.18,1
3736,734,0,0,0,39,6,0,1,1,1,95135.27,0
3737,709,0,1,0,49,4,154344.49,2,1,1,38794.57,0
3738,591,0,1,0,43,3,0,2,0,1,198926.36,0
3739,664,0,1,0,43,9,189026.53,2,1,1,56099.86,0
3740,431,0,1,0,37,0,120764.08,1,1,1,117023.08,0
3741,647,1,0,1,22,3,97975.82,2,0,1,62083,0
3742,578,0,1,0,32,4,0,2,1,1,141822.8,0
3743,555,1,0,0,41,10,113270.2,2,1,1,185387.14,0
3744,775,0,0,0,30,4,0,2,0,1,57461.13,0
3745,850,1,0,0,39,3,124548.99,2,1,1,120380.12,0
3746,625,0,1,0,43,8,201696.07,1,1,0,133020.9,1
3747,645,0,0,1,37,7,0,2,1,0,13589.93,0
3748,608,1,0,0,44,7,114203.47,1,1,1,77830.36,1
3749,689,0,0,1,31,4,0,2,1,1,136610.02,0
3750,652,1,0,0,50,8,125437.64,1,1,1,17160.94,1
3751,769,0,1,1,26,7,0,2,1,0,176843.53,0
3752,611,0,1,1,43,8,64897.75,1,1,0,114996.33,0
3753,489,0,1,0,38,8,0,2,0,1,196990.79,0
3754,528,1,0,1,46,9,135555.66,1,1,0,133146.03,1
3755,632,0,1,0,44,3,107764.75,1,1,0,185667.72,0
3756,429,0,1,1,27,6,117307.44,2,1,1,24020.49,0
3757,457,0,1,0,41,8,73700.12,3,1,1,185750.02,1
3758,768,0,0,1,44,6,60603.4,1,1,1,178045.97,0
3759,715,0,0,1,35,4,40169.88,2,1,1,199857.47,0
3760,668,1,0,1,32,10,92041.87,1,1,1,43595.9,0
3761,625,1,0,0,26,3,130483.95,1,1,0,122810.53,0
3762,846,0,1,1,41,5,0,3,1,0,3440.47,1
3763,661,0,0,1,42,3,0,2,1,0,35989.41,0
3764,571,0,1,1,23,10,151097.28,1,0,1,17163.75,0
3765,582,0,0,1,46,8,67563.31,1,1,0,44506.09,1
3766,716,0,1,1,35,8,112808.18,1,0,1,17848.3,0
3767,758,0,1,1,42,7,0,2,0,1,76209.56,0
3768,725,0,1,0,66,4,86459.8,1,1,1,141476.56,0
3769,630,0,1,1,40,0,118633.08,1,0,1,60032.46,1
3770,627,0,1,1,55,2,159441.27,1,1,0,100686.11,1
3771,653,0,1,1,27,9,0,2,1,0,96429.29,0
3772,775,1,0,1,38,4,125212.65,2,1,1,15795.88,1
3773,794,0,0,0,45,8,88656.37,2,1,0,116547.31,0
3774,831,0,1,1,32,2,146033.62,1,1,0,191260.74,0
3775,561,0,1,0,29,9,120268.13,1,1,1,173870.39,0
3776,705,0,0,0,46,7,0,2,1,0,117273.35,0
3777,636,0,0,1,33,0,0,1,1,0,92277.47,1
3778,487,1,0,1,46,4,135070.58,2,1,1,44244.49,1
3779,693,0,1,1,38,3,0,2,0,0,78133.48,1
3780,517,0,0,1,29,5,0,2,1,0,103402.88,0
3781,684,0,1,1,27,9,122550.05,2,0,1,137835.82,0
3782,620,0,0,1,43,2,0,2,1,0,20670.1,0
3783,757,0,1,0,29,8,130306.49,1,1,0,77469.38,0
3784,739,0,1,1,27,6,0,1,1,1,57572.38,0
3785,662,0,0,1,41,4,90350.77,1,1,0,75884.65,1
3786,359,0,1,1,44,6,128747.69,1,1,0,146955.71,1
3787,572,0,0,0,23,2,126873.52,1,0,1,67040.12,0
3788,721,0,1,0,69,2,108424.19,1,1,1,178418.35,0
3789,707,0,1,0,32,9,0,2,0,0,30807.02,0
3790,444,0,1,1,40,5,84350.07,1,1,0,143835.76,0
3791,523,0,1,1,73,7,0,2,0,0,130883.9,1
3792,685,1,0,1,30,4,84958.6,2,0,1,194343.72,0
3793,673,1,0,1,29,4,99097.36,1,1,1,9796.69,0
3794,503,1,0,0,30,10,136622.55,2,0,0,47310.24,0
3795,485,1,0,1,30,5,156771.68,1,1,1,141148.21,0
3796,799,1,0,0,28,7,167658.33,2,1,1,111138.25,0
3797,585,0,0,1,33,8,0,2,1,0,114182.07,0
3798,607,1,0,1,24,2,109483.54,2,0,1,127560.77,0
3799,521,1,0,1,40,9,134504.78,1,1,0,18082.06,0
3800,535,0,1,1,44,2,114427.86,1,1,1,136330.26,0
3801,724,0,0,0,45,5,83888.54,1,0,1,34121.81,0
3802,520,1,0,0,32,5,110029.77,1,1,0,56246.69,0
3803,696,0,0,0,41,9,127523.75,1,0,1,191417.42,0
3804,657,1,0,0,30,1,139762.13,2,1,1,23317.88,0
3805,603,0,0,1,42,8,91611.12,1,0,0,144675.3,1
3806,726,0,1,1,42,2,109471.79,1,0,1,175161.05,0
3807,591,0,1,1,39,4,150500.64,1,1,0,14928.8,0
3808,792,1,0,1,59,9,101609.77,1,0,0,161479.19,1
3809,550,0,1,0,57,5,0,1,1,1,133501.94,0
3810,601,0,1,1,26,8,78892.23,1,1,1,23703.52,0
3811,820,0,1,1,29,3,82344.84,1,0,1,115985.38,0
3812,667,0,1,0,48,2,0,1,1,0,43229.2,0
3813,573,0,0,1,44,4,0,1,1,1,94862.93,0
3814,755,0,1,0,62,1,127706.33,2,0,1,142377.69,0
3815,552,0,1,1,41,9,124349.34,1,1,0,135635.25,0
3816,598,0,0,0,44,8,0,2,1,0,148487.9,0
3817,576,1,0,0,28,1,119336.29,2,0,1,58976.85,0
3818,670,0,1,1,31,9,0,1,0,1,76254.83,0
3819,504,1,0,0,56,9,104217.3,1,0,0,55857.48,1
3820,778,0,1,1,65,7,0,1,1,1,77867.23,0
3821,558,1,0,0,39,10,144757.02,1,1,0,22878.16,1
3822,627,0,0,0,44,6,0,1,1,1,114469.55,0
3823,683,0,1,0,43,8,0,1,1,0,96754.8,0
3824,556,0,1,1,43,6,0,3,0,0,125154.57,1
3825,583,0,1,1,38,10,0,2,0,1,113597.64,0
3826,705,0,1,1,24,7,100169.51,1,1,0,121408.55,0
3827,637,0,1,0,33,2,145731.83,1,0,1,109219.43,0
3828,697,0,0,0,56,5,110802.03,1,1,1,50230.31,1
3829,555,1,0,1,46,4,120392.99,1,1,0,177719.88,1
3830,594,1,0,1,26,6,135067.52,2,0,0,131211.86,0
3831,632,0,0,0,31,3,136556.44,1,1,0,82152.83,1
3832,551,0,1,1,38,10,0,2,1,1,216.27,0
3833,687,0,1,1,35,3,99587.43,1,1,1,1713.1,1
3834,672,0,1,1,53,7,0,1,1,1,136910.18,0
3835,521,0,0,1,34,7,70731.07,1,1,1,20243.97,1
3836,686,1,0,0,35,2,109342.82,2,0,1,86043.27,0
3837,639,0,0,0,28,8,0,2,1,0,126561.07,0
3838,850,0,1,0,66,4,0,2,0,1,64350.8,0
3839,465,0,1,0,25,2,78247.31,2,1,1,10472.31,0
3840,817,0,1,1,55,10,117561.49,1,1,0,95941.55,1
3841,578,0,1,0,23,10,88980.32,1,1,1,125222.36,0
3842,611,0,0,0,34,4,0,2,1,0,170950.58,0
3843,616,1,0,1,41,1,103560.57,1,1,0,236.45,1
3844,517,0,1,0,37,5,113308.84,1,0,1,31517.16,0
3845,637,0,0,1,40,6,0,2,1,1,181610.6,0
3846,806,0,1,1,32,3,63763.49,1,1,0,156593.09,0
3847,633,0,1,1,29,7,169988.35,1,1,0,4272,0
3848,624,1,0,1,35,0,180303.24,2,1,0,163587.9,0
3849,691,0,1,0,52,3,0,1,1,0,175843.68,1
3850,819,1,0,1,49,1,120656.86,4,0,0,166164.3,1
3851,568,1,0,1,31,1,61592.14,2,1,1,61796.64,0
3852,806,0,1,0,48,4,164701.68,1,1,1,21439.49,0
3853,726,0,0,1,26,1,80780.16,1,1,1,19225.85,0
3854,552,0,1,0,36,8,0,2,0,0,132547.02,0
3855,755,1,0,1,30,6,154221.37,2,0,1,62688.55,0
3856,634,0,1,0,26,8,0,1,1,0,21760.96,0
3857,756,0,1,1,26,5,101641.14,2,0,1,154460.68,0
3858,776,0,1,0,37,2,0,1,0,1,8065,0
3859,649,0,1,1,45,5,92786.66,1,1,0,173365.9,1
3860,595,1,0,0,32,8,131081.66,2,1,1,69428.79,0
3861,646,0,1,0,30,5,98014.74,1,1,1,12757.14,0
3862,592,0,0,0,38,8,0,2,1,0,180426.2,0
3863,574,0,1,0,26,8,97460.1,1,1,1,43093.67,0
3864,850,0,1,0,36,1,104077.19,2,0,1,68594,0
3865,850,0,0,1,29,1,0,2,1,1,197996.65,0
3866,475,0,1,1,46,10,0,2,0,0,122953,1
3867,642,0,1,1,39,4,0,1,1,1,76821.24,0
3868,710,0,0,1,51,4,93656.95,1,0,1,141400.51,1
3869,596,0,0,0,30,6,121345.88,4,1,0,41921.75,1
3870,609,0,1,1,39,8,141675.23,1,0,1,175664.25,0
3871,797,0,0,1,31,8,0,2,1,0,117916.63,0
3872,504,1,0,1,43,7,102365.49,1,1,0,194690.77,1
3873,735,0,0,0,50,9,0,1,0,0,166677.35,1
3874,680,0,0,1,30,3,0,1,1,0,160131.58,0
3875,449,0,1,0,52,6,0,2,0,1,123622,0
3876,685,1,0,0,57,7,101868.51,1,0,1,113483.96,0
3877,569,0,0,0,38,8,0,2,0,0,79618.79,0
3878,631,0,1,0,35,9,112392.45,2,1,0,24472.23,0
3879,595,1,0,1,25,7,106570.34,2,0,1,177025.79,0
3880,461,0,1,1,28,8,0,1,1,1,103349.74,0
3881,630,0,1,0,50,1,81947.76,1,0,1,63606.22,1
3882,661,0,1,1,31,7,144162.3,2,1,1,14490.79,0
3883,796,1,0,0,39,5,86350.87,2,0,0,105080.53,0
3884,710,0,1,0,47,5,158623.14,1,0,0,83499.89,1
3885,741,0,1,0,32,8,0,2,1,0,143598.7,0
3886,606,1,0,0,48,4,132403.56,1,0,0,36091.91,1
3887,747,0,1,0,27,10,0,2,0,0,13007.89,0
3888,549,1,0,1,43,3,134985.66,1,1,0,6101.41,0
3889,576,0,1,0,36,6,0,2,1,1,48314,0
3890,528,0,1,0,37,6,103772.45,1,1,0,197111.99,0
3891,535,0,1,0,33,2,133040.32,1,1,1,110299.78,0
3892,575,0,0,1,37,0,0,2,0,0,30114.32,0
3893,656,0,1,0,39,10,0,2,1,1,98894.64,0
3894,440,0,1,0,42,2,0,2,1,0,49826.68,0
3895,539,0,0,0,38,8,71460.67,2,1,1,10074.05,0
3896,850,0,0,0,39,6,133214.13,1,0,1,20769.88,0
3897,646,0,1,1,37,7,96558.66,1,0,0,163427.18,0
3898,744,0,1,0,54,6,93806.31,2,0,1,140068.77,0
3899,710,0,0,1,36,8,0,2,0,0,83206.19,0
3900,544,0,1,1,64,3,124043.8,1,1,1,111402.97,1
3901,723,1,0,0,52,5,131694.97,1,0,1,92873.5,1
3902,507,0,0,1,29,6,0,2,0,1,94780.9,0
3903,787,0,1,1,35,1,106266.8,1,1,1,16607.15,0
3904,598,0,0,0,41,8,0,2,1,1,161954.43,0
3905,796,0,1,0,51,6,0,2,0,1,194733.28,0
3906,569,0,0,1,41,4,139840.36,1,1,1,163524.7,0
3907,711,0,1,0,34,8,0,2,0,0,48260.19,0
3908,661,1,0,0,35,8,124098.54,1,1,0,86678.48,0
3909,415,0,1,0,32,5,145807.59,1,1,1,3064.65,0
3910,578,0,0,0,23,8,0,2,1,0,112124.98,0
3911,611,0,1,1,26,2,107508.93,2,1,1,120801.65,0
3912,600,0,1,1,28,6,0,2,0,1,52193.23,0
3913,661,1,0,1,32,1,145980.23,1,0,1,56636.28,0
3914,850,0,1,1,37,3,212778.2,1,0,1,69372.88,0
3915,573,1,0,1,47,4,152522.47,1,0,1,164038.07,1
3916,764,0,0,1,33,9,168964.77,1,0,1,118982.51,0
3917,838,0,1,1,34,8,0,2,1,0,27472.07,0
3918,821,0,1,1,28,8,0,1,1,1,36754.13,0
3919,607,0,0,1,36,4,98266.3,1,1,1,46416.36,0
3920,558,0,1,0,38,8,113000.92,1,1,1,152872.39,0
3921,530,1,0,0,23,1,137060.88,2,1,1,165227.23,0
3922,654,1,0,0,37,5,112146.12,1,1,0,75927.35,0
3923,530,0,1,1,33,4,129307.32,1,1,1,172930.28,0
3924,656,0,0,0,69,6,163975.09,1,1,1,36108.5,0
3925,520,0,0,0,43,7,0,2,1,1,36202.74,0
3926,602,1,0,1,42,6,158414.85,1,1,1,131886.46,0
3927,701,1,0,1,48,1,92072.68,1,1,1,133992.36,0
3928,653,0,0,1,30,2,88243.29,2,1,1,96658.26,0
3929,668,0,0,0,25,8,0,2,1,1,135112.09,0
3930,652,0,1,0,48,4,59486.31,1,1,0,163944.18,1
3931,639,0,0,1,54,2,0,2,1,1,53843.71,0
3932,730,0,0,1,52,7,0,2,0,1,122398.84,0
3933,780,0,1,0,34,1,0,1,1,1,64804.04,0
3934,592,0,1,1,38,8,119278.01,2,0,1,19370.73,0
3935,628,0,1,0,34,4,158741.43,2,1,1,126192.54,0
3936,658,0,1,1,40,7,140596.95,1,0,1,135459.02,1
3937,850,0,0,1,29,10,0,2,1,1,94815.04,0
3938,515,1,0,0,37,2,90432.92,1,1,1,188366.04,1
3939,571,0,1,1,35,1,104783.81,2,0,1,178512.52,0
3940,760,1,0,0,42,0,77992.97,2,1,1,97906.38,0
3941,720,1,0,1,43,10,110822.9,1,0,0,72861.94,0
3942,632,1,0,0,42,4,119624.6,2,1,1,195978.86,0
3943,694,1,0,0,31,6,109052.59,2,1,1,19448.93,1
3944,559,0,0,1,40,5,139129.44,1,0,1,32635.54,0
3945,773,1,0,1,42,8,152324.66,2,1,0,171733.22,0
3946,581,0,1,0,38,1,0,2,1,0,46176.22,0
3947,524,1,0,1,37,9,127480.58,2,1,0,179634.69,0
3948,713,0,1,0,53,6,115029.4,1,0,0,191521.32,1
3949,676,0,1,0,40,8,114005.78,1,1,1,67998.45,0
3950,651,1,0,1,42,1,116646.76,1,1,0,44731.8,1
3951,717,0,0,1,49,1,110864.38,2,1,1,124532.9,1
3952,594,0,1,0,23,5,156267.59,1,1,0,160968.44,0
3953,716,0,1,1,44,3,109528.28,1,1,0,27341.63,1
3954,668,0,1,1,35,6,102482.76,1,1,1,53994.64,0
3955,678,1,0,0,23,10,115563.71,1,1,1,91633.53,0
